1548929054.790512,0
1548929054.805532,2
1548929054.817932,40
1548929054.830350,39
1548929054.843200,40
1548929054.856493,40
1548929054.870218,40
1548929054.884271,31
1548929054.898182,39
1548929054.911435,40
1548929054.924947,39
1548929054.938296,40
1548929054.951842,40
1548929054.965454,40
1548929054.979088,40
1548929054.992630,40
1548929055.005946,39
1548929055.018325,39
1548929055.031518,39
1548929055.044698,39
1548929055.058579,40
1548929055.071204,40
1548929055.085170,39
1548929055.098706,40
1548929055.112748,39
1548929055.126005,39
1548929055.140405,40
1548929055.153135,39
1548929055.164680,39
1548929055.176801,40
1548929055.189294,39
1548929055.201848,39
1548929055.214595,32
1548929055.227034,29
1548929055.239402,30
1548929055.251642,29
1548929055.263821,29
1548929055.276206,29
1548929055.288618,29
1548929055.301221,39
1548929055.314532,39
1548929055.327748,39
1548929055.340809,39
1548929055.354000,40
1548929055.367202,39
1548929055.381048,31
1548929055.394968,39
1548929055.408477,39
1548929055.421795,31
1548929055.434954,28
1548929055.448288,28
1548929055.462203,30
1548929055.475930,40
1548929055.489490,19
1548929055.501981,25
1548929055.515293,35
1548929055.526903,36
1548929055.538812,37
1548929055.551615,30
1548929055.564713,34
1548929055.578209,34
1548929055.591673,36
1548929055.604528,38
1548929055.618065,35
1548929055.631472,38
1548929055.643312,37
1548929055.655929,39
1548929055.668930,38
1548929055.681349,40
1548929055.694668,30
1548929055.707946,27
1548929055.721111,28
1548929055.734648,29
1548929055.748017,34
1548929055.760628,38
1548929055.773307,27
1548929055.786564,30
1548929055.799670,36
1548929055.813336,39
1548929055.826933,38
1548929055.840661,21
1548929055.853990,30
1548929055.867777,35
1548929055.881057,33
1548929055.894325,34
1548929055.907634,38
1548929055.920918,39
1548929055.934275,25
1548929055.947612,39
1548929055.960933,38
1548929055.974243,39
1548929055.987984,25
1548929056.001351,31
1548929056.014821,30
1548929056.028137,33
1548929056.041507,34
1548929056.054838,36
1548929056.068418,39
1548929056.082143,38
1548929056.095622,37
1548929056.109197,39
1548929056.123091,32
1548929056.136215,24
1548929056.149843,36
1548929056.163144,35
1548929056.176754,40
1548929056.190132,17
1548929056.202828,16
1548929056.215154,39
1548929056.227819,35
1548929056.240773,5
1548929056.254805,39
1548929056.267284,39
1548929056.279345,39
1548929056.291813,39
1548929056.304101,39
1548929056.316458,40
1548929056.329202,24
1548929056.342734,23
1548929056.356418,28
1548929056.369490,31
1548929056.381984,32
1548929056.394441,33
1548929056.407145,34
1548929056.420568,31
1548929056.434684,36
1548929056.448167,37
1548929056.461697,38
1548929056.475380,15
1548929056.489083,23
1548929056.502373,22
1548929056.515844,28
1548929056.529182,32
1548929056.542554,37
1548929056.555961,37
1548929056.569276,29
1548929056.582514,30
1548929056.596208,39
1548929056.609656,15
1548929056.623178,38
1548929056.636761,21
1548929056.650523,31
1548929056.663987,33
1548929056.677302,31
1548929056.690662,34
1548929056.703968,34
1548929056.717294,36
1548929056.730544,35
1548929056.743877,36
1548929056.757230,37
1548929056.770583,37
1548929056.783904,37
1548929056.797342,38
1548929056.810558,30
1548929056.823996,35
1548929056.837302,36
1548929056.850621,38
1548929056.864178,37
1548929056.877167,37
1548929056.890853,38
1548929056.904513,39
1548929056.917967,39
1548929056.931737,38
1548929056.945419,18
1548929056.959032,30
1548929056.972391,31
1548929056.985766,32
1548929056.999280,34
1548929057.012561,35
1548929057.026119,35
1548929057.039528,36
1548929057.053393,34
1548929057.066871,37
1548929057.080219,37
1548929057.093696,38
1548929057.107063,37
1548929057.120695,16
1548929057.134354,26
1548929057.147873,27
1548929057.161767,26
1548929057.175334,28
1548929057.189075,29
1548929057.202561,27
1548929057.215963,29
1548929057.229311,29
1548929057.242695,30
1548929057.256057,30
1548929057.269320,37
1548929057.283264,36
1548929057.296565,37
1548929057.310065,37
1548929057.324437,38
1548929057.338135,38
1548929057.351735,30
1548929057.365620,3
1548929057.378658,5
1548929057.391953,30
1548929057.405300,31
1548929057.418726,26
1548929057.432537,32
1548929057.446016,30
1548929057.459436,31
1548929057.473108,33
1548929057.486488,33
