1548930284.261067,0
1548930284.274940,0
1548930284.287537,6
1548930284.299418,28
1548930284.312486,43
1548930284.325610,65
1548930284.338979,87
1548930284.352450,108
1548930284.365962,148
1548930284.379936,172
1548930284.393443,190
1548930284.407273,215
1548930284.420630,265
1548930284.433941,308
1548930284.446687,320
1548930284.458430,331
1548930284.471376,333
1548930284.484640,333
1548930284.498203,333
1548930284.511612,333
1548930284.525123,335
1548930284.538588,356
1548930284.551543,394
1548930284.565309,425
1548930284.578383,425
1548930284.591713,425
1548930284.605025,425
1548930284.618399,425
1548930284.631742,426
1548930284.645119,425
1548930284.657805,426
1548930284.671223,425
1548930284.684902,442
1548930284.698531,485
1548930284.711970,488
1548930284.725379,514
1548930284.738723,513
1548930284.751995,513
1548930284.765231,512
1548930284.778548,512
1548930284.791809,513
1548930284.805243,512
1548930284.818644,512
1548930284.832025,509
1548930284.845407,518
1548930284.859322,520
1548930284.872917,535
1548930284.886461,544
1548930284.900307,541
1548930284.914300,564
1548930284.927821,566
1548930284.941207,567
1548930284.954610,566
1548930284.967965,566
1548930284.981253,566
1548930284.994929,566
1548930285.008244,564
1548930285.021912,564
1548930285.036017,544
1548930285.049079,553
1548930285.062499,577
1548930285.075787,558
1548930285.088917,551
1548930285.102180,551
1548930285.115687,550
1548930285.128943,549
1548930285.142226,549
1548930285.155474,549
1548930285.169061,550
1548930285.182316,549
1548930285.195845,550
1548930285.209073,548
1548930285.222381,548
1548930285.235688,548
1548930285.248921,550
1548930285.262256,540
1548930285.275759,542
1548930285.289258,539
1548930285.302699,560
1548930285.316402,610
1548930285.329955,613
1548930285.343331,612
1548930285.356642,613
1548930285.369972,612
1548930285.383305,612
1548930285.396799,612
1548930285.410165,612
1548930285.423482,611
1548930285.436797,612
1548930285.450223,611
1548930285.463550,611
1548930285.477138,611
1548930285.490525,622
1548930285.504079,629
1548930285.517535,615
1548930285.531137,598
1548930285.544541,583
1548930285.557871,566
1548930285.571271,554
1548930285.584608,544
1548930285.597877,545
1548930285.611203,545
1548930285.624518,545
1548930285.637874,547
1548930285.651226,546
1548930285.664539,546
1548930285.677888,546
1548930285.691135,547
1548930285.704487,546
1548930285.717815,546
1548930285.731067,546
1548930285.744386,546
1548930285.757902,535
1548930285.771320,528
1548930285.784591,527
1548930285.797935,524
1548930285.811251,524
1548930285.824586,523
1548930285.837877,523
1548930285.851221,521
1548930285.864517,519
1548930285.877856,519
1548930285.891179,519
1548930285.904926,518
1548930285.918358,519
1548930285.931838,518
1548930285.945228,519
1548930285.958647,520
1548930285.972020,519
1548930285.985354,520
1548930285.998735,519
1548930286.012092,520
1548930286.025423,519
1548930286.038772,517
1548930286.052172,518
1548930286.065530,517
1548930286.078921,516
1548930286.092303,516
1548930286.105601,515
1548930286.118921,513
1548930286.132246,514
1548930286.145516,512
1548930286.158853,513
1548930286.172177,514
1548930286.185518,513
1548930286.198878,514
1548930286.212193,513
1548930286.225516,514
1548930286.238916,513
1548930286.252274,515
1548930286.265615,514
1548930286.279011,515
1548930286.292857,514
1548930286.306855,516
1548930286.320566,517
1548930286.334046,516
1548930286.347465,516
1548930286.360865,515
1548930286.374232,516
1548930286.387548,515
1548930286.401423,515
1548930286.414907,516
1548930286.428291,517
1548930286.441661,518
1548930286.455078,518
1548930286.468452,518
1548930286.481802,518
1548930286.495389,517
1548930286.508753,518
1548930286.522088,518
1548930286.535427,518
1548930286.548790,518
1548930286.562227,520
1548930286.575580,518
1548930286.588849,517
1548930286.602199,515
1548930286.615603,515
1548930286.628919,515
1548930286.642328,515
1548930286.655700,515
1548930286.669250,515
1548930286.682601,514
1548930286.695926,515
1548930286.709222,516
1548930286.722567,516
1548930286.735880,516
1548930286.749214,516
1548930286.762562,516
1548930286.775910,515
1548930286.789271,516
1548930286.802606,516
1548930286.815971,515
1548930286.829291,514
1548930286.842656,515
1548930286.855995,515
1548930286.869299,514
1548930286.883035,514
1548930286.896460,514
1548930286.909820,514
1548930286.923137,515
1548930286.936760,515
1548930286.950325,515
1548930286.963732,514
1548930286.977077,515
1548930286.990448,514
1548930287.004235,514
1548930287.017822,514
1548930287.031376,514
1548930287.044757,514
1548930287.058160,514
1548930287.071524,515
1548930287.084878,514
1548930287.098251,515
1548930287.111642,513
1548930287.124943,514
1548930287.138274,513
1548930287.151649,512
1548930287.165110,512
1548930287.178556,512
1548930287.191919,512
1548930287.205282,512
1548930287.218648,512
1548930287.231987,512
1548930287.245291,513
1548930287.258630,513
1548930287.271977,513
1548930287.285255,513
1548930287.298568,514
1548930287.311967,514
1548930287.325275,514
1548930287.338626,514
1548930287.351969,513
1548930287.365261,514
1548930287.378593,514
1548930287.391905,515
1548930287.405238,514
1548930287.418884,514
1548930287.432986,514
1548930287.446687,514
1548930287.460513,515
1548930287.473982,514
1548930287.487399,514
1548930287.500732,514
1548930287.514526,514
1548930287.527856,514
1548930287.541133,515
1548930287.554791,515
1548930287.568145,515
1548930287.581430,515
1548930287.595095,517
1548930287.608460,516
1548930287.622123,517
1548930287.635458,517
1548930287.648746,518
1548930287.662096,518
1548930287.675760,520
1548930287.689034,519
1548930287.702357,519
1548930287.715671,518
1548930287.729317,518
1548930287.742979,518
1548930287.756614,518
1548930287.769945,518
1548930287.783257,518
1548930287.796575,518
1548930287.809873,519
1548930287.823172,518
1548930287.836499,519
1548930287.850349,520
1548930287.864029,521
1548930287.877530,519
1548930287.890891,519
1548930287.904515,519
1548930287.917865,517
1548930287.931204,518
1548930287.944842,517
1548930287.958168,516
1548930287.971476,517
1548930287.984776,516
1548930287.998408,516
1548930288.011740,515
1548930288.025399,515
1548930288.039072,515
1548930288.052492,515
1548930288.066346,515
